transaksi_flashsale_pre,total_transaksi_pre,avg_spending_pre,kota_pengguna,platform_device,is_premium_member,prompt_variant_mudah,opted_out_notif,transaksi_flashsale_post
0,5,121690.0,Bandung,iOS,1,1,1,0
4,2,70554.0,Makassar,Android,0,0,1,3
3,13,228786.0,Makassar,iOS,0,1,1,3
2,9,67543.0,Medan,Web,1,0,0,4
2,3,169717.0,Medan,Android,0,0,1,3
2,9,167006.0,Medan,Web,0,1,1,1
2,10,160532.0,Yogyakarta,Web,0,1,0,2
2,10,204666.0,Jakarta,Android,0,1,0,3
1,8,139136.0,Makassar,Android,0,0,0,3
1,5,176411.0,Bandung,Android,0,1,0,3
2,13,112967.0,Medan,iOS,1,1,0,3
3,4,161694.0,Yogyakarta,Android,1,1,1,4
2,9,160860.0,Yogyakarta,Android,0,0,0,3
4,7,165945.0,Makassar,iOS,0,1,0,5
2,15,217458.0,Medan,Web,0,0,0,3
1,6,220932.0,Surabaya,Web,1,0,0,3
3,5,29006.0,Makassar,iOS,0,0,0,4
3,6,137767.0,Surabaya,Android,1,1,1,3
2,9,221304.0,Bandung,iOS,1,0,1,2
1,14,149192.0,Bandung,Android,1,1,1,2
4,8,142941.0,Surabaya,Android,1,0,1,4
1,9,213333.0,Yogyakarta,Web,0,1,1,0
1,7,110131.0,Medan,Android,0,0,0,2
1,6,152108.0,Surabaya,Android,0,0,0,2
4,6,125217.0,Bandung,Android,0,0,0,5
2,7,205578.0,Medan,Android,1,0,1,1
3,13,186023.0,Makassar,Android,0,0,0,5
0,7,150533.0,Makassar,Android,1,0,0,0
5,13,54648.0,Jakarta,iOS,0,0,0,5
4,13,123053.0,Bandung,Web,0,1,0,4
2,8,99078.0,Yogyakarta,Android,0,1,1,3
1,7,148020.0,Bandung,Android,0,0,0,2
6,8,164318.0,Surabaya,iOS,0,0,0,8
2,6,195361.0,Bandung,Android,0,0,1,3
0,10,223089.0,Jakarta,Android,0,0,1,1
1,10,117817.0,Bandung,iOS,0,1,1,2
1,10,208727.0,Medan,Android,0,1,1,2
1,5,179435.0,Makassar,Web,0,0,1,0
3,5,163449.0,Makassar,Android,1,1,0,4
1,7,166892.0,Medan,Android,0,1,1,1
1,6,174713.0,Makassar,Android,0,1,1,1
1,8,140973.0,Medan,Android,1,0,0,2
2,4,48658.0,Yogyakarta,Web,0,0,0,3
1,8,103631.0,Jakarta,Android,0,1,1,1
5,5,219084.0,Surabaya,Android,0,0,1,4
2,14,124186.0,Surabaya,Android,0,1,1,3
3,14,126814.0,Medan,Web,0,1,0,2
1,5,81898.0,Bandung,Android,0,1,1,1
0,9,135493.0,Bandung,Android,0,0,1,0
2,8,113905.0,Medan,Android,1,0,1,2
1,5,125734.0,Makassar,iOS,0,0,1,2
3,14,258454.0,Bandung,Android,0,1,1,2
1,8,123042.0,Yogyakarta,Web,0,1,1,0
4,6,84209.0,Bandung,Android,1,1,1,4
2,4,84874.0,Surabaya,Android,1,0,0,3
1,2,199016.0,Jakarta,Web,1,1,1,1
3,7,234673.0,Surabaya,Android,0,1,0,5
2,6,121580.0,Bandung,Android,0,1,1,2
2,5,192229.0,Jakarta,iOS,0,1,0,4
3,8,347690.0,Medan,Android,0,1,0,5
0,9,187867.0,Bandung,Web,1,0,0,2
1,6,183867.0,Jakarta,Android,0,0,0,3
0,10,124046.0,Yogyakarta,Android,1,1,0,0
0,7,138373.0,Bandung,Android,0,0,1,0
2,3,124749.0,Makassar,Android,0,1,1,2
2,7,121928.0,Makassar,Web,1,1,1,2
2,5,208152.0,Medan,iOS,1,0,0,3
0,11,191334.0,Makassar,Web,0,1,1,0
0,12,142890.0,Medan,iOS,0,0,0,1
2,13,117366.0,Jakarta,Android,0,0,0,2
2,10,185457.0,Makassar,Android,0,1,1,2
1,14,90749.0,Yogyakarta,Android,1,1,1,2
1,5,160746.0,Makassar,iOS,1,0,0,2
3,6,206691.0,Medan,Web,0,0,0,3
5,8,226326.0,Medan,Android,0,0,0,6
2,14,196781.0,Bandung,iOS,1,0,1,1
2,11,113761.0,Jakarta,Android,1,1,1,4
3,11,166955.0,Surabaya,Android,0,1,0,5
3,9,219538.0,Bandung,iOS,0,1,1,4
2,11,154574.0,Makassar,iOS,0,1,1,2
2,5,132220.0,Bandung,Android,1,0,0,3
1,5,218324.0,Surabaya,Android,0,1,1,2
1,10,156309.0,Makassar,Android,1,1,1,1
2,9,170859.0,Yogyakarta,iOS,0,0,0,4
3,8,182910.0,Surabaya,iOS,1,0,1,3
2,8,96584.0,Makassar,Android,1,0,0,5
3,12,90482.0,Jakarta,Web,0,0,0,3
1,4,201519.0,Surabaya,iOS,0,1,0,3
0,14,160621.0,Jakarta,iOS,1,1,0,2
2,3,165696.0,Medan,Android,0,1,1,2
2,4,141774.0,Makassar,Android,1,1,0,3
2,15,55301.0,Medan,iOS,0,1,1,2
3,7,52979.0,Makassar,Web,1,0,1,2
0,9,58188.0,Surabaya,Web,0,0,0,0
1,7,67704.0,Yogyakarta,Android,1,0,1,2
1,9,122324.0,Makassar,Web,0,1,1,1
2,10,140763.0,Bandung,iOS,1,1,1,1
5,5,155300.0,Medan,Android,0,0,0,5
2,13,186160.0,Makassar,Android,0,0,0,2
2,7,168534.0,Yogyakarta,Android,0,0,0,3
0,7,99111.0,Makassar,iOS,1,1,0,1
0,7,111148.0,Yogyakarta,iOS,0,0,1,0
1,7,191905.0,Medan,iOS,1,0,0,1
0,7,207273.0,Jakarta,Android,1,1,0,2
1,12,178108.0,Jakarta,Android,0,1,0,2
3,5,133084.0,Medan,Web,0,1,0,5
4,7,121091.0,Surabaya,Android,1,0,0,6
2,10,63611.0,Bandung,iOS,0,0,0,4
2,11,110947.0,Yogyakarta,Android,0,1,1,2
1,5,198380.0,Makassar,iOS,0,0,1,2
2,6,227751.0,Makassar,iOS,0,1,1,1
2,10,209336.0,Makassar,Android,0,0,0,4
2,11,108016.0,Medan,Android,0,1,1,3
2,6,144451.0,Makassar,Android,1,1,0,3
0,5,237779.0,Makassar,Web,0,1,0,1
3,9,192943.0,Bandung,Android,0,1,1,5
3,6,143164.0,Surabaya,Android,0,0,1,3
1,10,160710.0,Bandung,iOS,0,1,1,1
5,6,155991.0,Makassar,Android,0,0,1,5
1,8,123804.0,Bandung,iOS,1,1,1,0
2,6,197720.0,Surabaya,Android,1,1,1,0
2,8,206727.0,Bandung,iOS,0,0,0,3
2,7,135706.0,Bandung,iOS,0,0,0,5
3,9,220316.0,Medan,iOS,0,0,1,3
2,8,122182.0,Makassar,Web,0,0,1,0
1,4,199112.0,Medan,Android,0,0,1,0
1,7,111242.0,Makassar,Web,0,1,1,0
1,8,217607.0,Bandung,Web,1,1,1,2
1,6,195311.0,Medan,iOS,1,1,0,2
2,10,134558.0,Yogyakarta,iOS,0,0,0,3
2,12,180501.0,Medan,iOS,0,0,0,4
1,5,78515.0,Yogyakarta,iOS,1,0,1,3
4,3,280490.0,Bandung,Android,1,0,0,4
2,7,165494.0,Bandung,Android,1,1,1,1
0,13,131869.0,Jakarta,iOS,0,1,1,0
2,12,110014.0,Bandung,Web,0,1,0,4
4,9,40523.0,Jakarta,iOS,0,0,1,4
1,10,161157.0,Jakarta,Android,0,0,0,3
1,4,156748.0,Yogyakarta,iOS,0,1,1,1
1,5,115855.0,Jakarta,Android,0,0,0,3
4,5,130300.0,Surabaya,iOS,1,1,1,4
3,11,132408.0,Makassar,Android,0,0,0,5
3,6,129785.0,Makassar,Android,0,1,1,4
0,13,157228.0,Surabaya,iOS,0,0,0,0
4,9,63289.0,Surabaya,Web,1,0,1,3
3,8,127901.0,Surabaya,Android,0,0,1,4
1,6,240325.0,Jakarta,iOS,0,0,0,1
1,8,124549.0,Makassar,Android,0,1,1,2
1,10,183173.0,Makassar,iOS,0,1,0,3
2,11,166600.0,Jakarta,iOS,1,1,1,2
1,5,228932.0,Surabaya,Android,1,1,1,2
3,15,120815.0,Makassar,Android,0,1,0,4
7,9,161895.0,Surabaya,Android,0,1,1,7
1,8,114546.0,Makassar,Android,0,1,1,0
2,10,93176.0,Jakarta,Android,0,0,1,3
3,5,101083.0,Surabaya,Android,0,1,0,3
2,7,79489.0,Bandung,Android,0,0,0,3
0,7,150958.0,Surabaya,iOS,0,1,1,0
3,13,187437.0,Medan,Android,0,0,0,4
4,10,272448.0,Bandung,Android,0,0,0,6
2,8,218441.0,Yogyakarta,Android,0,0,1,2
2,5,75980.0,Surabaya,iOS,0,0,0,3
1,6,166486.0,Makassar,iOS,0,1,0,1
4,8,157154.0,Bandung,iOS,0,0,1,5
2,16,171210.0,Bandung,Android,1,1,1,1
1,11,153639.0,Surabaya,Android,0,0,1,2
2,8,181353.0,Yogyakarta,Android,0,1,1,2
1,9,179327.0,Surabaya,Android,0,1,0,2
3,9,185760.0,Surabaya,Android,0,0,0,3
4,11,190871.0,Makassar,Android,0,1,0,5
1,9,166968.0,Makassar,iOS,1,0,0,2
3,10,198062.0,Bandung,Android,0,1,1,2
2,6,156869.0,Yogyakarta,Android,1,0,0,5
3,4,198146.0,Makassar,Android,0,0,1,3
4,12,73337.0,Medan,iOS,1,0,0,5
1,12,169698.0,Medan,Android,0,0,0,5
4,6,223547.0,Jakarta,Android,0,1,1,4
2,3,214510.0,Yogyakarta,Android,0,1,0,2
2,9,174703.0,Jakarta,iOS,0,0,0,4
3,8,75260.0,Makassar,Web,0,0,0,2
1,3,178618.0,Jakarta,Android,0,1,0,2
0,7,182701.0,Jakarta,iOS,0,0,1,0
1,5,218920.0,Makassar,iOS,1,0,0,2
4,3,133726.0,Bandung,Android,0,0,0,5
0,7,69624.0,Surabaya,Android,0,1,0,1
1,9,139246.0,Bandung,Android,0,0,0,2
1,10,85988.0,Jakarta,Web,0,1,1,1
2,12,164174.0,Surabaya,Android,1,1,1,2
0,12,96392.0,Bandung,Android,0,1,0,2
2,8,70577.0,Medan,Android,0,0,1,1
0,5,190837.0,Jakarta,Android,1,1,1,0
1,9,53376.0,Surabaya,iOS,1,1,1,2
4,9,136589.0,Surabaya,Web,0,0,0,5
1,8,252182.0,Medan,Android,0,1,1,2
3,12,65837.0,Makassar,iOS,0,1,1,2
4,4,172290.0,Bandung,iOS,0,1,1,3
3,7,116077.0,Jakarta,iOS,1,0,0,4
3,12,154422.0,Bandung,Web,0,0,0,3
1,8,96589.0,Yogyakarta,Android,0,1,0,3
2,10,83208.0,Bandung,Android,0,1,1,2
2,6,136292.0,Jakarta,Android,0,1,1,2
0,8,230011.0,Makassar,Web,0,1,1,0
4,12,133198.0,Surabaya,Android,0,1,0,5
5,11,158943.0,Surabaya,Android,0,1,1,6
1,8,134687.0,Bandung,Android,0,0,0,3
1,8,70458.0,Jakarta,Android,1,1,1,1
3,9,147414.0,Surabaya,Web,1,0,0,4
1,11,123391.0,Medan,Android,0,1,0,3
3,4,163513.0,Jakarta,Android,0,1,1,3
4,5,197019.0,Bandung,Web,0,1,1,3
3,7,214731.0,Makassar,Web,0,1,0,4
3,8,123800.0,Makassar,Android,0,1,1,1
1,5,234449.0,Medan,iOS,1,0,0,3
0,8,144374.0,Medan,iOS,0,0,1,0
1,8,99052.0,Medan,iOS,0,0,1,1
1,9,98423.0,Bandung,Android,0,0,1,2
2,10,171499.0,Surabaya,Android,1,1,0,2
2,1,33318.0,Surabaya,iOS,0,1,0,3
0,6,152782.0,Yogyakarta,Android,0,1,1,0
3,8,132525.0,Medan,Android,0,1,0,3
1,6,201845.0,Bandung,Android,1,1,1,1
2,6,190710.0,Yogyakarta,Android,1,0,1,3
2,4,52282.0,Bandung,Android,0,1,1,1
3,8,159908.0,Medan,iOS,0,1,0,4
3,2,162011.0,Bandung,iOS,0,0,1,4
3,11,257032.0,Bandung,Android,0,1,1,3
1,7,99826.0,Medan,iOS,1,1,1,2
1,5,111918.0,Bandung,Android,0,0,1,0
3,7,105904.0,Makassar,Android,0,1,1,3
3,9,145946.0,Medan,Android,0,1,1,3
1,8,149145.0,Surabaya,iOS,0,1,1,2
3,17,131348.0,Surabaya,Android,1,0,0,4
1,9,138429.0,Medan,Android,1,0,0,3
2,12,81561.0,Bandung,Android,0,0,1,1
3,14,166278.0,Medan,Android,1,0,1,3
1,10,164353.0,Jakarta,Android,0,1,1,1
3,10,147407.0,Medan,Android,0,1,1,3
0,9,188231.0,Jakarta,iOS,0,0,0,3
3,12,65361.0,Medan,Web,0,0,1,4
1,7,234213.0,Medan,iOS,0,0,0,3
0,9,56786.0,Surabaya,Android,1,0,1,0
4,9,55604.0,Surabaya,Android,0,1,1,4
1,6,224972.0,Makassar,Android,0,1,1,1
3,6,108188.0,Bandung,Android,1,0,0,5
1,5,108160.0,Medan,Android,0,1,0,2
3,8,169167.0,Surabaya,iOS,0,1,0,5
1,8,131430.0,Makassar,Web,0,0,1,0
0,9,235660.0,Yogyakarta,Android,0,1,1,0
1,10,100308.0,Yogyakarta,Android,0,1,1,0
1,3,62960.0,Medan,iOS,0,0,1,0
2,6,143113.0,Surabaya,Android,1,0,1,3
3,11,158224.0,Yogyakarta,Android,0,0,0,5
4,8,138937.0,Surabaya,iOS,0,0,0,6
0,6,142133.0,Makassar,Android,1,1,1,0
1,8,164408.0,Jakarta,Android,0,0,0,3
2,6,154416.0,Bandung,iOS,0,0,0,3
0,7,181147.0,Yogyakarta,iOS,1,1,1,2
1,9,138599.0,Makassar,Android,0,1,0,2
3,16,68198.0,Yogyakarta,iOS,1,1,1,2
3,9,170463.0,Yogyakarta,iOS,0,1,0,4
1,5,136566.0,Jakarta,Web,0,0,0,2
1,8,97983.0,Makassar,iOS,0,0,0,2
2,12,179180.0,Makassar,Android,0,0,0,3
2,5,220637.0,Bandung,Android,0,0,1,2
0,9,214372.0,Yogyakarta,iOS,1,0,0,1
4,7,167277.0,Surabaya,Android,0,1,1,5
1,12,139711.0,Surabaya,Android,0,0,0,2
4,9,127168.0,Makassar,Android,0,1,1,4
2,9,217599.0,Yogyakarta,Android,0,0,1,2
3,10,134028.0,Medan,Android,1,1,0,4
1,4,92394.0,Jakarta,Web,0,0,0,3
6,7,106415.0,Surabaya,Android,0,1,0,8
3,5,193002.0,Bandung,Web,0,0,1,4
1,12,135739.0,Makassar,Android,0,1,0,3
4,2,206341.0,Jakarta,Android,0,0,0,5
1,9,128269.0,Bandung,iOS,0,1,1,0
1,7,107975.0,Jakarta,iOS,0,0,0,3
5,7,194425.0,Jakarta,iOS,0,1,1,4
4,10,179182.0,Makassar,Android,0,0,0,5
0,8,268745.0,Jakarta,iOS,0,0,0,0
3,9,117003.0,Bandung,Android,0,0,1,3
2,7,102874.0,Jakarta,iOS,0,0,1,3
5,2,75852.0,Yogyakarta,Web,1,1,0,7
2,6,172567.0,Yogyakarta,Web,0,0,0,3
4,7,177446.0,Yogyakarta,iOS,1,0,0,4
4,9,85267.0,Yogyakarta,Android,0,0,1,4
5,7,105541.0,Yogyakarta,Android,0,1,1,6
2,7,198838.0,Jakarta,iOS,0,0,1,2
0,7,183170.0,Jakarta,iOS,0,0,1,0
0,8,182902.0,Medan,Android,1,0,0,2
2,6,90238.0,Medan,Android,0,1,1,2
2,6,146180.0,Medan,Android,0,1,1,2
2,9,171233.0,Makassar,Android,0,0,1,3
3,7,133307.0,Bandung,Android,0,0,0,2
3,13,219764.0,Medan,Android,0,1,1,4
3,5,77447.0,Bandung,iOS,0,1,0,2
0,9,127154.0,Jakarta,Android,1,0,0,2
2,7,183364.0,Surabaya,Android,0,1,1,1
2,16,178872.0,Surabaya,Android,0,0,0,4
4,5,175474.0,Surabaya,Android,1,1,1,4
0,6,143146.0,Yogyakarta,iOS,0,0,0,1
3,7,101333.0,Makassar,iOS,0,1,0,4
4,11,182663.0,Medan,Android,0,0,0,6
1,13,147491.0,Yogyakarta,Android,1,0,0,2
0,8,150924.0,Yogyakarta,Android,1,0,1,0
4,14,186256.0,Surabaya,Android,1,0,1,4
7,5,136818.0,Makassar,Android,1,1,0,9
0,5,158656.0,Yogyakarta,Android,0,1,0,0
3,11,184694.0,Jakarta,Android,0,1,0,5
6,6,211922.0,Surabaya,Android,0,1,1,6
0,11,166905.0,Medan,Android,1,1,1,1
0,11,111432.0,Surabaya,iOS,1,0,0,2
4,4,106518.0,Surabaya,Android,0,1,1,4
1,7,270119.0,Surabaya,Android,0,1,1,1
4,13,109487.0,Medan,Android,0,0,0,6
2,7,125663.0,Bandung,Android,0,0,0,3
3,4,74540.0,Yogyakarta,Android,0,0,1,3
4,9,181910.0,Surabaya,Android,0,0,0,5
2,11,156700.0,Bandung,Android,0,0,0,4
4,6,148861.0,Surabaya,iOS,1,1,1,5
0,5,37651.0,Jakarta,iOS,1,0,1,0
2,8,116216.0,Surabaya,Android,0,1,1,0
1,4,124455.0,Yogyakarta,iOS,0,1,0,1
1,7,223005.0,Makassar,Web,0,0,0,2
2,4,140855.0,Jakarta,Android,0,1,1,2
1,7,116528.0,Yogyakarta,Android,0,1,0,2
2,14,136168.0,Medan,iOS,0,0,0,3
3,7,143116.0,Medan,Android,0,1,1,4
3,7,277466.0,Surabaya,iOS,1,1,1,1
2,10,98612.0,Jakarta,iOS,0,0,1,2
2,10,227740.0,Makassar,Android,1,0,0,3
0,6,247975.0,Surabaya,Web,0,0,0,1
3,8,152013.0,Jakarta,Android,0,1,1,3
2,12,162289.0,Yogyakarta,Android,0,1,1,2
1,3,116887.0,Yogyakarta,Android,0,0,0,4
4,10,150296.0,Medan,Android,1,1,1,4
3,11,116714.0,Yogyakarta,Android,0,1,0,5
2,6,102919.0,Yogyakarta,iOS,0,0,0,3
3,14,122743.0,Jakarta,iOS,1,1,1,3
0,9,100322.0,Yogyakarta,Android,0,1,1,0
3,14,176373.0,Bandung,Web,0,0,1,2
3,13,130942.0,Makassar,Android,0,1,0,5
1,7,175005.0,Yogyakarta,Android,0,1,1,2
2,7,108443.0,Medan,Android,0,0,0,3
0,8,131909.0,Surabaya,Android,0,1,1,0
5,7,97902.0,Yogyakarta,Web,1,1,1,7
3,7,80103.0,Bandung,Android,0,0,0,4
2,5,215909.0,Surabaya,Android,0,1,1,1
2,7,121128.0,Makassar,Android,0,0,0,4
3,12,93504.0,Jakarta,Android,0,0,0,5
1,7,102888.0,Bandung,iOS,0,1,1,0
3,3,135599.0,Medan,iOS,0,1,1,3
3,12,182474.0,Medan,Android,0,1,1,4
0,7,170907.0,Makassar,Android,0,0,1,0
1,7,134524.0,Medan,Android,0,0,0,2
1,9,142715.0,Surabaya,Android,0,0,1,0
1,8,181361.0,Jakarta,Android,0,0,0,2
2,5,190670.0,Makassar,iOS,0,1,1,2
0,3,158705.0,Makassar,Web,0,1,1,0
1,9,190141.0,Surabaya,Android,0,1,1,1
0,9,173526.0,Makassar,Web,0,1,1,0
1,10,193174.0,Surabaya,iOS,0,0,0,1
3,11,118454.0,Medan,Android,0,0,0,5
1,10,142424.0,Bandung,Android,0,1,0,3
2,8,115239.0,Medan,Android,1,0,0,3
4,11,182435.0,Jakarta,Web,0,1,1,5
1,10,198286.0,Bandung,Android,0,1,1,1
3,8,143892.0,Jakarta,Android,1,0,0,6
4,8,130483.0,Bandung,iOS,0,1,0,5
1,12,59494.0,Surabaya,Android,1,0,0,2
3,7,168159.0,Surabaya,Android,0,0,0,4
1,10,144081.0,Makassar,Android,1,1,0,4
1,2,174033.0,Makassar,iOS,0,0,0,2
3,7,138250.0,Yogyakarta,Android,0,1,1,4
1,12,208410.0,Medan,iOS,1,0,0,1
2,8,104034.0,Makassar,Android,0,0,1,3
1,9,147814.0,Bandung,iOS,1,0,0,2
2,5,196664.0,Bandung,iOS,0,0,0,5
3,9,73917.0,Makassar,Android,1,0,0,3
2,7,179170.0,Jakarta,Android,0,1,1,1
2,9,112071.0,Medan,Android,0,1,0,3
2,7,159390.0,Makassar,iOS,1,1,1,1
2,9,131298.0,Medan,Web,0,1,1,2
0,6,162535.0,Jakarta,Android,0,1,1,0
3,8,145833.0,Surabaya,Android,1,1,0,2
1,8,68002.0,Medan,Android,0,1,1,2
3,12,87722.0,Jakarta,Android,0,0,0,5
1,9,177033.0,Medan,Android,0,0,1,3
0,8,207920.0,Surabaya,iOS,0,1,1,0
3,13,164672.0,Jakarta,Android,0,0,1,3
2,8,139961.0,Surabaya,Android,0,0,1,2
0,12,137514.0,Medan,iOS,1,0,0,3
3,9,113111.0,Yogyakarta,Android,0,1,1,3
2,8,129968.0,Medan,Android,1,0,0,3
0,5,162540.0,Surabaya,Android,0,0,0,1
1,10,133369.0,Medan,iOS,0,1,1,1
4,10,189323.0,Medan,Android,1,1,0,5
2,9,178689.0,Bandung,iOS,0,0,0,4
3,9,74846.0,Yogyakarta,Web,0,0,1,1
4,12,264862.0,Yogyakarta,Android,0,1,0,4
2,12,119822.0,Surabaya,iOS,0,0,0,2
2,6,184337.0,Jakarta,Android,0,0,0,4
0,9,225536.0,Surabaya,Web,1,1,1,1
1,9,183994.0,Surabaya,iOS,0,0,1,1
1,8,44648.0,Medan,iOS,0,1,0,4
5,7,172493.0,Makassar,Android,1,0,0,6
2,7,162473.0,Surabaya,Android,0,0,0,4
3,7,188855.0,Yogyakarta,Android,1,1,0,3
5,9,162176.0,Makassar,Android,0,1,1,6
4,7,184093.0,Makassar,Android,1,0,1,6
1,6,150413.0,Medan,Android,0,0,1,1
2,10,239635.0,Bandung,Android,1,1,1,2
1,7,131461.0,Medan,Android,0,1,1,3
3,14,203197.0,Makassar,iOS,0,0,0,5
2,11,89185.0,Surabaya,Android,0,1,1,2
1,3,90036.0,Makassar,iOS,0,1,0,0
2,9,220137.0,Surabaya,iOS,0,0,0,3
2,7,216017.0,Bandung,Android,1,1,0,3
1,9,115663.0,Surabaya,Android,0,1,1,1
2,14,169072.0,Jakarta,iOS,1,1,1,1
0,4,107115.0,Makassar,Web,0,1,1,0
0,13,155584.0,Makassar,Web,1,1,1,0
0,10,61174.0,Surabaya,Android,0,1,1,2
1,9,121316.0,Yogyakarta,Android,1,1,1,1
3,9,158862.0,Medan,Android,0,0,0,7
2,11,239968.0,Bandung,iOS,0,1,0,4
4,8,154347.0,Jakarta,iOS,0,0,0,6
2,6,225464.0,Yogyakarta,Web,0,1,0,5
2,4,108094.0,Surabaya,iOS,0,1,0,3
0,8,134328.0,Bandung,Android,0,1,1,1
3,3,97437.0,Makassar,Android,1,0,0,3
3,4,195144.0,Surabaya,Android,0,1,1,3
1,10,72998.0,Medan,Web,0,1,0,2
2,8,152096.0,Makassar,iOS,0,1,1,2
3,11,115804.0,Bandung,Android,1,0,0,4
2,9,155584.0,Surabaya,Android,0,1,1,3
3,10,143922.0,Jakarta,iOS,0,1,1,4
2,6,106597.0,Jakarta,Android,0,0,1,2
1,6,97791.0,Bandung,Android,1,0,0,2
2,5,154692.0,Surabaya,Android,0,0,0,3
5,8,178307.0,Bandung,Web,0,0,0,6
1,6,156515.0,Medan,Android,1,1,1,2
2,5,165471.0,Yogyakarta,Android,1,0,1,2
0,10,116781.0,Medan,Web,0,0,1,0
5,6,168258.0,Medan,Android,0,0,0,6
2,5,107448.0,Jakarta,Android,0,1,1,2
4,8,124725.0,Jakarta,iOS,0,0,0,5
1,12,178889.0,Jakarta,Android,0,1,0,3
3,9,121584.0,Medan,Android,1,1,1,3
2,10,111238.0,Bandung,iOS,1,1,0,3
1,4,89022.0,Surabaya,Android,0,0,0,4
1,14,201627.0,Yogyakarta,Android,1,0,1,2
2,8,177619.0,Jakarta,Android,0,1,0,3
2,5,102952.0,Jakarta,Android,0,0,0,3
3,10,248173.0,Yogyakarta,Android,0,0,0,4
2,8,162527.0,Yogyakarta,Web,1,0,0,5
0,4,220831.0,Yogyakarta,iOS,0,1,0,0
1,8,177672.0,Bandung,iOS,0,0,0,2
2,8,156600.0,Makassar,iOS,1,0,0,3
3,10,166803.0,Makassar,Web,1,0,1,3
1,11,236294.0,Bandung,Android,0,0,0,2
2,8,125255.0,Bandung,Android,0,0,0,3
3,7,121264.0,Medan,Android,0,0,0,3
3,8,140786.0,Bandung,iOS,1,0,1,3
1,11,207708.0,Surabaya,Android,0,0,0,2
5,10,215385.0,Bandung,Android,1,1,1,5
1,10,158439.0,Makassar,Web,0,0,0,4
1,6,106995.0,Surabaya,iOS,1,0,1,2
0,9,203873.0,Makassar,iOS,0,1,1,2
2,10,151630.0,Yogyakarta,Android,0,1,1,2
2,6,146063.0,Yogyakarta,Android,1,0,0,3
2,8,131129.0,Surabaya,Android,0,1,0,3
5,11,94060.0,Bandung,Android,0,1,0,7
2,6,213349.0,Medan,Web,0,1,1,3
1,2,163519.0,Surabaya,iOS,1,0,0,2
5,5,64162.0,Surabaya,Android,0,0,0,5
2,9,176591.0,Jakarta,Android,0,0,0,4
1,11,95937.0,Medan,Android,0,1,1,1
4,10,164057.0,Yogyakarta,Android,0,1,1,4
0,6,184739.0,Surabaya,iOS,0,1,1,0
0,9,222186.0,Bandung,Web,0,1,0,0
1,9,201678.0,Yogyakarta,Android,0,1,0,3
3,10,179321.0,Yogyakarta,iOS,0,0,0,4
2,8,47105.0,Bandung,iOS,0,1,0,4
2,9,126530.0,Medan,Android,0,1,1,1
1,7,177510.0,Makassar,Android,0,0,0,2
1,6,67526.0,Makassar,iOS,0,0,0,3
3,7,216375.0,Medan,Android,1,0,1,3
3,11,74489.0,Makassar,Android,0,1,1,3
3,4,191693.0,Bandung,Android,0,0,0,5
1,6,275920.0,Yogyakarta,Android,0,1,0,2
1,7,237457.0,Yogyakarta,Android,0,1,1,1
0,9,180305.0,Surabaya,iOS,0,1,0,1
0,11,119722.0,Yogyakarta,Android,0,0,1,0
3,7,178642.0,Medan,Android,1,1,1,4
3,11,123662.0,Jakarta,Web,0,0,1,2
7,7,171261.0,Jakarta,Android,1,1,1,8
0,4,200542.0,Surabaya,iOS,1,0,0,1
2,3,144582.0,Makassar,Android,1,0,0,5
4,9,188904.0,Makassar,Android,0,1,0,5
4,8,142771.0,Surabaya,Android,0,1,1,3
1,7,145062.0,Yogyakarta,iOS,0,0,0,2
4,6,222894.0,Makassar,Android,0,1,1,3
2,10,146583.0,Makassar,iOS,0,1,1,3
1,5,194369.0,Surabaya,Android,1,1,0,4
1,4,144493.0,Yogyakarta,Android,1,1,0,1
1,7,170506.0,Medan,Android,0,0,1,1
3,2,112837.0,Bandung,Web,0,1,0,3
1,8,176057.0,Makassar,iOS,0,1,1,3
1,6,216061.0,Jakarta,iOS,0,0,1,1
1,8,117373.0,Medan,iOS,0,1,0,2
1,5,212875.0,Medan,Android,0,1,0,3
3,8,144823.0,Yogyakarta,Android,0,1,1,2
1,12,137515.0,Medan,Android,0,0,1,0
3,7,175076.0,Yogyakarta,iOS,0,0,0,5
2,7,198314.0,Jakarta,iOS,0,0,0,3
1,10,183709.0,Surabaya,Android,0,1,1,1
2,7,200821.0,Surabaya,Android,0,1,1,2
4,7,30741.0,Makassar,iOS,1,0,0,7
1,5,180857.0,Yogyakarta,iOS,0,1,1,2
1,6,140156.0,Makassar,Android,1,1,1,1
1,9,135137.0,Jakarta,Web,0,1,1,1
2,7,201752.0,Bandung,Android,0,0,0,5
0,11,170059.0,Medan,Android,0,1,1,1
0,1,124516.0,Makassar,iOS,0,0,1,0
3,10,175083.0,Jakarta,Android,0,0,0,4
2,5,96573.0,Yogyakarta,Android,1,1,0,4
1,7,123211.0,Makassar,iOS,0,0,0,2
1,7,95870.0,Yogyakarta,iOS,1,0,0,2
0,10,186829.0,Yogyakarta,Android,0,0,1,1
2,8,81342.0,Surabaya,iOS,0,0,0,2
2,8,144962.0,Makassar,Android,0,0,0,3
5,6,152718.0,Makassar,Android,0,0,1,4
0,4,84899.0,Medan,iOS,0,0,1,0
0,3,183362.0,Jakarta,Android,0,0,0,1
2,10,152494.0,Yogyakarta,Android,0,1,0,3
3,11,195713.0,Surabaya,iOS,0,0,1,3
